y,preds,name,type,cell_type_label,disease
0.0,0,CALM1,test,mature nk t cell,RA
0.0,0,FCER1G,test,mature nk t cell,RA
0.0,0,PRPF4B,test,mature nk t cell,RA
0.0,0,GLS,test,mature nk t cell,RA
0.0,0,B4GALT1,test,mature nk t cell,RA
0.0,0,HDAC1,test,mature nk t cell,RA
1.0,0,JAK3,test,mature nk t cell,RA
0.0,0,ADA,test,mature nk t cell,RA
0.0,0,DYRK1A,test,mature nk t cell,RA
0.0,0,ADAM28,test,mature nk t cell,RA
0.0,0,A1BG,test,mature nk t cell,RA
1.0,0,PTGER4,test,mature nk t cell,RA
0.0,0,PRKACB,test,mature nk t cell,RA
0.0,0,NTRK1,test,mature nk t cell,RA
0.0,0,PLOD3,test,medullary thymic epithelial cell,RA
0.0,0,PIM3,test,medullary thymic epithelial cell,RA
0.0,0,ACP1,test,medullary thymic epithelial cell,RA
0.0,0,SHMT1,test,medullary thymic epithelial cell,RA
0.0,0,G6PD,test,medullary thymic epithelial cell,RA
0.0,0,PLIN3,test,medullary thymic epithelial cell,RA
0.0,0,ATP2B1,test,medullary thymic epithelial cell,RA
0.0,0,COMT,test,medullary thymic epithelial cell,RA
0.0,0,MARK3,test,medullary thymic epithelial cell,RA
0.0,0,GSTM3,test,medullary thymic epithelial cell,RA
0.0,0,EIF2AK2,test,medullary thymic epithelial cell,RA
0.0,0,GSTZ1,test,medullary thymic epithelial cell,RA
0.0,0,MYLK,test,medullary thymic epithelial cell,RA
0.0,0,RANBP1,test,medullary thymic epithelial cell,RA
0.0,0,CYB5R1,test,medullary thymic epithelial cell,RA
0.0,0,GLRX2,test,medullary thymic epithelial cell,RA
0.0,0,GPI,test,medullary thymic epithelial cell,RA
0.0,0,CADPS2,test,medullary thymic epithelial cell,RA
0.0,0,SDHD,test,medullary thymic epithelial cell,RA
0.0,0,FGF1,test,medullary thymic epithelial cell,RA
0.0,0,ACADM,test,medullary thymic epithelial cell,RA
0.0,0,HSPD1,test,medullary thymic epithelial cell,RA
0.0,0,SOD1,test,medullary thymic epithelial cell,RA
0.0,0,ATP6V1A,test,medullary thymic epithelial cell,RA
0.0,0,CPE,test,medullary thymic epithelial cell,RA
0.0,0,ALDH7A1,test,medullary thymic epithelial cell,RA
0.0,0,COX6B1,test,medullary thymic epithelial cell,RA
0.0,0,ATP6V0E1,test,medullary thymic epithelial cell,RA
0.0,0,CMPK1,test,medullary thymic epithelial cell,RA
0.0,0,AIFM1,test,medullary thymic epithelial cell,RA
0.0,0,CTDSP1,test,medullary thymic epithelial cell,RA
0.0,0,PRDX1,test,medullary thymic epithelial cell,RA
0.0,0,EEF2,test,medullary thymic epithelial cell,RA
0.0,0,HDAC1,test,medullary thymic epithelial cell,RA
0.0,0,PDIA3,test,medullary thymic epithelial cell,RA
0.0,0,SLK,test,medullary thymic epithelial cell,RA
1.0,0,FDPS,test,medullary thymic epithelial cell,RA
0.0,0,HP,test,medullary thymic epithelial cell,RA
0.0,0,BLVRB,test,medullary thymic epithelial cell,RA
0.0,0,DPYD,test,medullary thymic epithelial cell,RA
0.0,0,CTNNB1,test,medullary thymic epithelial cell,RA
0.0,0,PDHA1,test,medullary thymic epithelial cell,RA
0.0,0,STK16,test,medullary thymic epithelial cell,RA
0.0,0,TRAPPC3,test,medullary thymic epithelial cell,RA
0.0,0,HSPA8,test,medullary thymic epithelial cell,RA
0.0,0,PFN1,test,medullary thymic epithelial cell,RA
0.0,0,ACTN1,test,medullary thymic epithelial cell,RA
0.0,0,HNRNPA2B1,test,medullary thymic epithelial cell,RA
0.0,0,XPO1,test,medullary thymic epithelial cell,RA
0.0,0,MOCS2,test,medullary thymic epithelial cell,RA
0.0,0,GSTO1,test,medullary thymic epithelial cell,RA
0.0,0,ATF1,test,medullary thymic epithelial cell,RA
0.0,0,QDPR,test,medullary thymic epithelial cell,RA
0.0,0,MT-CO2,test,medullary thymic epithelial cell,RA
0.0,0,ALDOA,test,medullary thymic epithelial cell,RA
0.0,0,YARS2,test,medullary thymic epithelial cell,RA
0.0,0,ITGB1,test,medullary thymic epithelial cell,RA
0.0,0,CSNK2A1,test,medullary thymic epithelial cell,RA
1.0,0,PTGS1,test,medullary thymic epithelial cell,RA
0.0,0,TKT,test,medullary thymic epithelial cell,RA
1.0,0,IL6R,test,medullary thymic epithelial cell,RA
0.0,0,BECN1,test,medullary thymic epithelial cell,RA
0.0,0,COX5B,test,medullary thymic epithelial cell,RA
1.0,0,GMPS,test,medullary thymic epithelial cell,RA
0.0,0,ABCA1,test,medullary thymic epithelial cell,RA
0.0,0,HADH,test,medullary thymic epithelial cell,RA
0.0,0,CCT3,test,medullary thymic epithelial cell,RA
0.0,0,TXNRD1,test,medullary thymic epithelial cell,RA
1.0,0,MAP2K2,test,medullary thymic epithelial cell,RA
0.0,0,RPL18,test,medullary thymic epithelial cell,RA
0.0,0,RPSA,test,medullary thymic epithelial cell,RA
0.0,0,APRT,test,medullary thymic epithelial cell,RA
0.0,0,RPL14,test,medullary thymic epithelial cell,RA
0.0,0,ATP6V1D,test,medullary thymic epithelial cell,RA
0.0,0,C1S,test,medullary thymic epithelial cell,RA
0.0,0,SRP14,test,medullary thymic epithelial cell,RA
1.0,0,KEAP1,test,medullary thymic epithelial cell,RA
1.0,0,TUBB,test,medullary thymic epithelial cell,RA
0.0,0,ALDH3A2,test,medullary thymic epithelial cell,RA
0.0,0,COX7C,test,medullary thymic epithelial cell,RA
0.0,0,PTPRS,test,medullary thymic epithelial cell,RA
0.0,0,SIGMAR1,test,medullary thymic epithelial cell,RA
0.0,0,ANXA1,test,medullary thymic epithelial cell,RA
0.0,0,EEF1A1,test,medullary thymic epithelial cell,RA
0.0,0,TPT1,test,medullary thymic epithelial cell,RA
0.0,0,ALAD,test,medullary thymic epithelial cell,RA
0.0,0,ISYNA1,test,medullary thymic epithelial cell,RA
0.0,0,ATP6V0C,test,medullary thymic epithelial cell,RA
0.0,0,PHYKPL,test,medullary thymic epithelial cell,RA
0.0,0,RFK,test,medullary thymic epithelial cell,RA
0.0,0,PKM,test,medullary thymic epithelial cell,RA
0.0,0,ALDH1A3,test,medullary thymic epithelial cell,RA
0.0,0,ATP2B4,test,medullary thymic epithelial cell,RA
0.0,0,GSTP1,test,medullary thymic epithelial cell,RA
0.0,0,CA9,test,medullary thymic epithelial cell,RA
0.0,0,SLC7A8,test,medullary thymic epithelial cell,RA
0.0,0,HNRNPK,test,medullary thymic epithelial cell,RA
0.0,0,GSTM4,test,medullary thymic epithelial cell,RA
0.0,0,CTSL,test,medullary thymic epithelial cell,RA
0.0,0,SRI,test,medullary thymic epithelial cell,RA
0.0,0,RAF1,test,medullary thymic epithelial cell,RA
0.0,0,IDH3B,test,medullary thymic epithelial cell,RA
0.0,0,CSRP1,test,medullary thymic epithelial cell,RA
0.0,0,ESD,test,medullary thymic epithelial cell,RA
0.0,0,GSTK1,test,medullary thymic epithelial cell,RA
0.0,0,ACTG1,test,medullary thymic epithelial cell,RA
1.0,0,RBX1,test,medullary thymic epithelial cell,RA
1.0,0,POLD4,test,medullary thymic epithelial cell,RA
0.0,0,IMPA1,test,medullary thymic epithelial cell,RA
0.0,0,ALDH9A1,test,medullary thymic epithelial cell,RA
0.0,0,PRKD1,test,medullary thymic epithelial cell,RA
0.0,0,BCHE,test,medullary thymic epithelial cell,RA
0.0,0,DSP,test,medullary thymic epithelial cell,RA
0.0,0,CARS2,test,medullary thymic epithelial cell,RA
0.0,0,ARL2,test,medullary thymic epithelial cell,RA
0.0,0,NQO1,test,medullary thymic epithelial cell,RA
0.0,0,OGDH,test,medullary thymic epithelial cell,RA
0.0,0,IDH3G,test,medullary thymic epithelial cell,RA
1.0,0,TUBB4B,test,medullary thymic epithelial cell,RA
1.0,0,NCBP2,test,medullary thymic epithelial cell,RA
0.0,0,VEGFB,test,medullary thymic epithelial cell,RA
0.0,0,GSS,test,medullary thymic epithelial cell,RA
0.0,0,HADHA,test,medullary thymic epithelial cell,RA
0.0,0,CDK9,test,medullary thymic epithelial cell,RA
0.0,0,CDK5,test,medullary thymic epithelial cell,RA
0.0,0,SERPINF1,test,medullary thymic epithelial cell,RA
0.0,0,NADSYN1,test,medullary thymic epithelial cell,RA
0.0,0,PYCR1,test,medullary thymic epithelial cell,RA
0.0,0,FDXR,test,medullary thymic epithelial cell,RA
0.0,0,SIK2,test,medullary thymic epithelial cell,RA
0.0,0,CPNE1,test,medullary thymic epithelial cell,RA
0.0,0,TUBG1,test,medullary thymic epithelial cell,RA
0.0,0,LRP1,test,medullary thymic epithelial cell,RA
0.0,0,COX7B,test,medullary thymic epithelial cell,RA
0.0,0,PLOD1,test,medullary thymic epithelial cell,RA
0.0,0,TGFBR2,test,medullary thymic epithelial cell,RA
0.0,0,AHCY,test,medullary thymic epithelial cell,RA
0.0,0,ATP6V0B,test,medullary thymic epithelial cell,RA
0.0,0,TUBA1A,test,medullary thymic epithelial cell,RA
0.0,0,PLA2G2A,test,medullary thymic epithelial cell,RA
0.0,0,MAP4K4,test,medullary thymic epithelial cell,RA
0.0,0,ATOX1,test,medullary thymic epithelial cell,RA
0.0,0,MGST2,test,medullary thymic epithelial cell,RA
0.0,0,YES1,test,medullary thymic epithelial cell,RA
0.0,0,COQ8A,test,medullary thymic epithelial cell,RA
0.0,0,PDXK,test,medullary thymic epithelial cell,RA
0.0,0,SHMT2,test,medullary thymic epithelial cell,RA
0.0,0,PEBP1,test,medullary thymic epithelial cell,RA
0.0,0,H6PD,test,medullary thymic epithelial cell,RA
0.0,0,HNRNPL,test,medullary thymic epithelial cell,RA
0.0,0,PAK2,test,medullary thymic epithelial cell,RA
0.0,0,AKR1B1,test,medullary thymic epithelial cell,RA
0.0,0,APP,test,medullary thymic epithelial cell,RA
0.0,0,NOLC1,test,medullary thymic epithelial cell,RA
0.0,0,GLS,test,medullary thymic epithelial cell,RA
0.0,0,HSP90AA1,test,medullary thymic epithelial cell,RA
0.0,0,CKS1B,test,medullary thymic epithelial cell,RA
0.0,0,PML,test,medullary thymic epithelial cell,RA
0.0,0,TSPO,test,medullary thymic epithelial cell,RA
0.0,0,P4HB,test,medullary thymic epithelial cell,RA
0.0,0,SLC16A1,test,medullary thymic epithelial cell,RA
0.0,0,CDK16,test,medullary thymic epithelial cell,RA
0.0,0,RPL10,test,medullary thymic epithelial cell,RA
0.0,0,HMGB1,test,medullary thymic epithelial cell,RA
0.0,0,SOD2,test,medullary thymic epithelial cell,RA
0.0,0,S100A6,test,medullary thymic epithelial cell,RA
0.0,0,TPI1,test,medullary thymic epithelial cell,RA
0.0,0,RPS18,test,medullary thymic epithelial cell,RA
0.0,0,AKR1A1,test,medullary thymic epithelial cell,RA
0.0,0,LGALS1,test,medullary thymic epithelial cell,RA
0.0,0,PHGDH,test,medullary thymic epithelial cell,RA
0.0,0,NUCB1,test,medullary thymic epithelial cell,RA
1.0,0,DDB1,test,medullary thymic epithelial cell,RA
0.0,0,GAPDH,test,medullary thymic epithelial cell,RA
0.0,0,ATP6V1H,test,medullary thymic epithelial cell,RA
0.0,0,RACK1,test,medullary thymic epithelial cell,RA
0.0,0,HIBADH,test,medullary thymic epithelial cell,RA
0.0,0,RELA,test,medullary thymic epithelial cell,RA
0.0,0,NR1H2,test,medullary thymic epithelial cell,RA
0.0,0,EPAS1,test,medullary thymic epithelial cell,RA
0.0,0,TOP1,test,medullary thymic epithelial cell,RA
0.0,0,FLNA,test,medullary thymic epithelial cell,RA
0.0,0,PEF1,test,medullary thymic epithelial cell,RA
0.0,0,KRT8,test,medullary thymic epithelial cell,RA
0.0,0,SLC25A5,test,medullary thymic epithelial cell,RA
1.0,0,FKBP1A,test,medullary thymic epithelial cell,RA
0.0,0,SIVA1,test,medullary thymic epithelial cell,RA
0.0,0,ERBB2,test,medullary thymic epithelial cell,RA
1.0,0,PPIA,test,medullary thymic epithelial cell,RA
1.0,0,POLE3,test,medullary thymic epithelial cell,RA
0.0,0,DHCR7,test,medullary thymic epithelial cell,RA
0.0,0,VTN,test,medullary thymic epithelial cell,RA
0.0,0,SF1,test,medullary thymic epithelial cell,RA
0.0,0,C1R,test,medullary thymic epithelial cell,RA
0.0,0,CDK7,test,medullary thymic epithelial cell,RA
0.0,0,PRDX2,test,medullary thymic epithelial cell,RA
0.0,0,MAP3K13,test,medullary thymic epithelial cell,RA
0.0,0,PLK2,test,medullary thymic epithelial cell,RA
0.0,0,HSD17B8,test,medullary thymic epithelial cell,RA
1.0,0,TNFSF14,test,medullary thymic epithelial cell,RA
0.0,0,PGK1,test,medullary thymic epithelial cell,RA
0.0,0,CFL1,test,medullary thymic epithelial cell,RA
0.0,0,OAZ1,test,medullary thymic epithelial cell,RA
0.0,0,PAPSS1,test,medullary thymic epithelial cell,RA
0.0,0,PSMB5,test,medullary thymic epithelial cell,RA
0.0,0,ECHS1,test,medullary thymic epithelial cell,RA
0.0,0,GSTM4,test,melanocyte,RA
0.0,0,NEIL2,test,melanocyte,RA
0.0,0,COX7B,test,melanocyte,RA
0.0,0,IGF2R,test,melanocyte,RA
0.0,0,GSTM2,test,melanocyte,RA
0.0,0,ISYNA1,test,melanocyte,RA
0.0,0,PLK2,test,melanocyte,RA
0.0,0,MC1R,test,melanocyte,RA
0.0,0,ARL2,test,melanocyte,RA
0.0,0,TKT,test,melanocyte,RA
0.0,0,NCS1,test,melanocyte,RA
0.0,0,ATOX1,test,melanocyte,RA
0.0,0,CYB5R1,test,melanocyte,RA
0.0,0,HNRNPK,test,melanocyte,RA
0.0,0,HSP90AA1,test,melanocyte,RA
0.0,0,TYR,test,melanocyte,RA
0.0,0,MT-CO2,test,melanocyte,RA
0.0,0,RPL14,test,melanocyte,RA
0.0,0,LRAT,test,melanocyte,RA
0.0,0,DYRK1A,test,melanocyte,RA
0.0,0,FER,test,melanocyte,RA
0.0,0,RENBP,test,melanocyte,RA
0.0,0,MTHFD1,test,melanocyte,RA
0.0,0,HADHA,test,melanocyte,RA
0.0,0,KCNN2,test,melanocyte,RA
0.0,0,GSTA4,test,melanocyte,RA
0.0,0,IGFBP3,test,melanocyte,RA
0.0,0,ELOVL5,test,melanocyte,RA
0.0,0,ULK2,test,melanocyte,RA
0.0,0,PHGDH,test,melanocyte,RA
0.0,0,ATF2,test,melanocyte,RA
0.0,0,MARK4,test,melanocyte,RA
0.0,0,CFL1,test,melanocyte,RA
0.0,0,TPI1,test,melanocyte,RA
0.0,0,RAMP1,test,melanocyte,RA
0.0,0,VIM,test,melanocyte,RA
0.0,0,ABCC2,test,melanocyte,RA
0.0,0,RARB,test,melanocyte,RA
0.0,0,SLC25A5,test,melanocyte,RA
1.0,0,IL6R,test,melanocyte,RA
0.0,0,GSTM3,test,melanocyte,RA
0.0,0,BECN1,test,melanocyte,RA
0.0,0,LGALS1,test,melanocyte,RA
0.0,0,SIK3,test,melanocyte,RA
0.0,0,RPL18,test,melanocyte,RA
0.0,0,PLOD3,test,melanocyte,RA
0.0,0,EZH1,test,melanocyte,RA
1.0,0,DDB1,test,melanocyte,RA
0.0,0,PRKD1,test,melanocyte,RA
0.0,0,ABL2,test,melanocyte,RA
0.0,0,RHO,test,melanocyte,RA
0.0,0,APP,test,melanocyte,RA
0.0,0,ATP6V1D,test,melanocyte,RA
0.0,0,HABP4,test,melanocyte,RA
0.0,0,NOLC1,test,melanocyte,RA
0.0,0,DCLK1,test,melanocyte,RA
0.0,0,RXRB,test,melanocyte,RA
0.0,0,BMP2K,test,melanocyte,RA
0.0,0,RIPK4,test,melanocyte,RA
0.0,0,ITGB1,test,melanocyte,RA
0.0,0,PEF1,test,melanocyte,RA
0.0,0,SRP14,test,melanocyte,RA
0.0,0,ABCA1,test,melanocyte,RA
0.0,0,NUCB1,test,melanocyte,RA
0.0,0,CCND1,test,melanocyte,RA
0.0,0,SLC11A2,test,melanocyte,RA
0.0,0,ATP6V1A,test,melanocyte,RA
0.0,0,NR1H2,test,melanocyte,RA
0.0,0,FABP7,test,melanocyte,RA
0.0,0,PI4KB,test,melanocyte,RA
0.0,0,ITPR2,test,melanocyte,RA
0.0,0,DPYSL2,test,melanocyte,RA
0.0,0,PSAT1,test,melanocyte,RA
0.0,0,GAPDH,test,melanocyte,RA
0.0,0,SOD1,test,melanocyte,RA
0.0,0,GPI,test,melanocyte,RA
0.0,0,SGK3,test,melanocyte,RA
0.0,0,ESD,test,melanocyte,RA
0.0,0,PRKCE,test,melanocyte,RA
0.0,0,RAF1,test,melanocyte,RA
0.0,0,FN1,test,melanocyte,RA
0.0,0,DCD,test,melanocyte,RA
0.0,0,CTH,test,melanocyte,RA
0.0,0,PIK3CA,test,melanocyte,RA
0.0,0,PIP4K2B,test,melanocyte,RA
0.0,0,CCT3,test,melanocyte,RA
0.0,0,PEBP1,test,melanocyte,RA
1.0,0,RBX1,test,melanocyte,RA
0.0,0,MERTK,test,melanocyte,RA
0.0,0,SLC16A1,test,melanocyte,RA
0.0,0,TRDMT1,test,melanocyte,RA
0.0,0,SHMT1,test,melanocyte,RA
0.0,0,ATP6V0A1,test,melanocyte,RA
1.0,0,P2RX7,test,melanocyte,RA
0.0,0,PIM3,test,melanocyte,RA
0.0,0,SLC7A1,test,melanocyte,RA
0.0,0,GSTO1,test,melanocyte,RA
0.0,0,HSPA8,test,melanocyte,RA
0.0,0,NARS2,test,melanocyte,RA
0.0,0,COMT,test,melanocyte,RA
0.0,0,ALDH3A1,test,melanocyte,RA
0.0,0,VLDLR,test,melanocyte,RA
0.0,0,PTGDS,test,melanocyte,RA
0.0,0,SLC7A8,test,melanocyte,RA
0.0,0,ALDH6A1,test,melanocyte,RA
1.0,0,PDE4D,test,melanocyte,RA
0.0,0,MT-ATP6,test,melanocyte,RA
0.0,0,ATP6V0B,test,melanocyte,RA
1.0,0,PPIA,test,melanocyte,RA
0.0,0,TUBA1A,test,melanocyte,RA
0.0,0,ATP6V1B2,test,melanocyte,RA
0.0,0,GRIA2,test,melanocyte,RA
0.0,0,KCNMB4,test,melanocyte,RA
0.0,0,HDAC11,test,melanocyte,RA
0.0,0,HMGB1,test,melanocyte,RA
1.0,0,POLE3,test,melanocyte,RA
0.0,0,COX6B1,test,melanocyte,RA
0.0,0,SLC12A2,test,melanocyte,RA
0.0,0,EEF2,test,melanocyte,RA
0.0,0,ATP6V1C1,test,melanocyte,RA
1.0,0,TUBB2A,test,melanocyte,RA
0.0,0,PRKACB,test,melanocyte,RA
0.0,0,TRAPPC3,test,melanocyte,RA
0.0,0,SERPINF1,test,melanocyte,RA
0.0,0,SQLE,test,melanocyte,RA
0.0,0,NOMO1,test,melanocyte,RA
1.0,0,TUBB3,test,melanocyte,RA
0.0,0,HIPK2,test,melanocyte,RA
0.0,0,MAPT,test,melanocyte,RA
0.0,0,MYLK,test,melanocyte,RA
0.0,0,ATP2B4,test,melanocyte,RA
0.0,0,TAOK1,test,melanocyte,RA
0.0,0,ATP6AP1,test,melanocyte,RA
0.0,0,VEGFB,test,melanocyte,RA
0.0,0,ACTG1,test,melanocyte,RA
0.0,0,IGF1R,test,melanocyte,RA
0.0,0,IL11RA,test,melanocyte,RA
0.0,0,SLK,test,melanocyte,RA
1.0,0,TUBB2B,test,melanocyte,RA
0.0,0,CLK1,test,melanocyte,RA
0.0,0,LCN1,test,melanocyte,RA
0.0,0,PIK3CB,test,melanocyte,RA
0.0,0,DNMT3A,test,melanocyte,RA
0.0,0,PLAT,test,melanocyte,RA
0.0,0,HSPA13,test,melanocyte,RA
0.0,0,SLC2A1,test,melanocyte,RA
0.0,0,AKT1,test,melanocyte,RA
0.0,0,PRPF4B,test,melanocyte,RA
1.0,0,PDE10A,test,melanocyte,RA
0.0,0,EEF1A1,test,melanocyte,RA
0.0,0,KCNMA1,test,melanocyte,RA
0.0,0,HSPD1,test,melanocyte,RA
0.0,0,GSTP1,test,melanocyte,RA
1.0,0,TUBB,test,melanocyte,RA
0.0,0,RPS18,test,melanocyte,RA
0.0,0,ALDH7A1,test,melanocyte,RA
0.0,0,CYP51A1,test,melanocyte,RA
0.0,0,CTSL,test,melanocyte,RA
1.0,0,PPAT,test,melanocyte,RA
0.0,0,ALDOA,test,melanocyte,RA
0.0,0,MAPK6,test,melanocyte,RA
0.0,0,BCHE,test,melanocyte,RA
0.0,0,CLK4,test,melanocyte,RA
0.0,0,MAPK8,test,melanocyte,RA
0.0,0,CDK16,test,melanocyte,RA
0.0,0,ARG2,test,melanocyte,RA
0.0,0,RACK1,test,melanocyte,RA
0.0,0,KHSRP,test,melanocyte,RA
0.0,0,PRKACA,test,melanocyte,RA
0.0,0,HIBADH,test,melanocyte,RA
1.0,0,PDE8A,test,melanocyte,RA
0.0,0,MAP4K5,test,melanocyte,RA
0.0,0,GLRX2,test,melanocyte,RA
0.0,0,A2M,test,melanocyte,RA
0.0,0,INSR,test,melanocyte,RA
0.0,0,EGLN1,test,melanocyte,RA
0.0,0,KRT6A,test,melanocyte,RA
0.0,0,GANC,test,melanocyte,RA
0.0,0,ATP2C1,test,melanocyte,RA
0.0,0,TSPO,test,melanocyte,RA
0.0,0,BRAF,test,melanocyte,RA
0.0,0,CTNNB1,test,melanocyte,RA
0.0,0,SIK2,test,melanocyte,RA
0.0,0,COX5B,test,melanocyte,RA
0.0,0,PSMB5,test,melanocyte,RA
0.0,0,PRDX1,test,melanocyte,RA
1.0,0,PDE7A,test,memory b cell,RA
0.0,0,STK33,test,memory b cell,RA
0.0,0,HMGB1,test,memory b cell,RA
0.0,0,APRT,test,memory b cell,RA
0.0,0,SLC12A6,test,memory b cell,RA
0.0,0,EEF1A1,test,memory b cell,RA
0.0,0,LTF,test,memory b cell,RA
1.0,0,SYK,test,memory b cell,RA
1.0,0,NCBP2,test,memory b cell,RA
0.0,0,SLC38A1,test,memory b cell,RA
0.0,0,KCNC1,test,memory b cell,RA
0.0,0,COX7C,test,memory b cell,RA
0.0,0,CMPK1,test,memory b cell,RA
0.0,0,GUCY2C,test,memory b cell,RA
0.0,0,TPT1,test,memory b cell,RA
0.0,0,RPL18,test,memory b cell,RA
0.0,0,RPS18,test,memory b cell,RA
0.0,0,DGKG,test,memory b cell,RA
0.0,0,CASP9,test,memory b cell,RA
0.0,0,NAGPA,test,memory b cell,RA
0.0,0,HIPK2,test,memory b cell,RA
0.0,0,OAZ1,test,memory b cell,RA
0.0,0,TP53,test,memory b cell,RA
0.0,0,SF1,test,memory b cell,RA
0.0,0,ELOVL5,test,memory b cell,RA
0.0,0,ATP2B1,test,memory b cell,RA
0.0,0,ITPR2,test,memory b cell,RA
0.0,0,PRKACB,test,memory b cell,RA
0.0,0,MAP4K4,test,memory b cell,RA
0.0,0,HDAC3,test,memory b cell,RA
1.0,0,ALOX5,test,memory b cell,RA
0.0,0,GLS,test,memory b cell,RA
1.0,0,TEC,test,memory b cell,RA
1.0,0,TNF,test,memory b cell,RA
1.0,0,PDE6B,test,memory b cell,RA
0.0,0,B4GALT1,test,memory b cell,RA
0.0,0,IGHG4,test,memory b cell,RA
0.0,0,XPO1,test,memory b cell,RA
0.0,0,GM2A,test,memory b cell,RA
0.0,0,GRB2,test,memory b cell,RA
0.0,0,NCF4,test,memory b cell,RA
1.0,0,PIK3CG,test,memory b cell,RA
0.0,0,PFAS,test,memory b cell,RA
0.0,0,RACK1,test,memory b cell,RA
0.0,0,NCF1,test,memory b cell,RA
0.0,0,ATM,test,memory b cell,RA
0.0,0,SIK3,test,memory b cell,RA
0.0,0,EEF2,test,memory b cell,RA
0.0,0,FUBP1,test,memory b cell,RA
0.0,0,HDAC1,test,memory b cell,RA
0.0,0,RPSA,test,memory b cell,RA
0.0,0,TNK2,test,memory b cell,RA
0.0,0,SLC2A1,test,memory b cell,RA
0.0,0,ALDH5A1,test,memory b cell,RA
0.0,0,MAP3K4,test,memory b cell,RA
0.0,0,HNRNPA2B1,test,memory b cell,RA
0.0,0,HNRNPL,test,memory b cell,RA
0.0,0,TUBA1A,test,memory b cell,RA
0.0,0,EPOR,test,memory b cell,RA
0.0,0,MT-CO2,test,memory b cell,RA
0.0,0,NEK1,test,memory b cell,RA
0.0,0,STK17A,test,memory b cell,RA
0.0,0,RPL14,test,memory b cell,RA
0.0,0,BMP2K,test,memory b cell,RA
0.0,0,NR1H2,test,memory b cell,RA
0.0,0,CAMK1D,test,memory b cell,RA
1.0,0,IL15,test,memory b cell,RA
0.0,0,NEIL2,test,memory b cell,RA
0.0,0,ITGB7,test,memory b cell,RA
0.0,0,CPNE1,test,memory b cell,RA
0.0,0,PRKCE,test,memory b cell,RA
0.0,0,EZH1,test,memory b cell,RA
1.0,0,ESR2,test,memory b cell,RA
0.0,0,RPL10,test,memory b cell,RA
1.0,0,JAK3,test,memory b cell,RA
0.0,0,CLK1,test,memory b cell,RA
0.0,0,ADAM28,test,memory b cell,RA
0.0,0,CLK2,test,memory b cell,RA
0.0,0,PRPF4B,test,memory b cell,RA
0.0,0,MAP4K1,test,memory b cell,RA
0.0,0,CLK4,test,memory b cell,RA
0.0,0,MAP3K1,test,memory b cell,RA
1.0,0,POLD4,test,memory b cell,RA
0.0,0,DYRK1A,test,memory b cell,RA
0.0,0,DDX39B,test,memory b cell,RA
1.0,0,POLE3,test,memory b cell,RA
1.0,0,PPIA,test,memory b cell,RA
0.0,0,BRAF,test,memory b cell,RA
0.0,0,HIBADH,test,mesenchymal stem cell,RA
0.0,0,CACNA1C,test,mesenchymal stem cell,RA
0.0,0,HNRNPA2B1,test,mesenchymal stem cell,RA
0.0,0,ACTG1,test,mesenchymal stem cell,RA
0.0,0,APP,test,mesenchymal stem cell,RA
1.0,0,MAP2K2,test,mesenchymal stem cell,RA
0.0,0,ELOVL5,test,mesenchymal stem cell,RA
0.0,0,RORA,test,mesenchymal stem cell,RA
0.0,0,IGFBP3,test,mesenchymal stem cell,RA
0.0,0,PEBP1,test,mesenchymal stem cell,RA
0.0,0,BRAF,test,mesenchymal stem cell,RA
0.0,0,VIM,test,mesenchymal stem cell,RA
0.0,0,TOP1,test,mesenchymal stem cell,RA
0.0,0,TUBA1A,test,mesenchymal stem cell,RA
1.0,0,PTGER4,test,mesenchymal stem cell,RA
0.0,0,CPE,test,mesenchymal stem cell,RA
0.0,0,CTSL,test,mesenchymal stem cell,RA
0.0,0,PRKACA,test,mesenchymal stem cell,RA
0.0,0,ATP6V1B2,test,mesenchymal stem cell,RA
0.0,0,IL11RA,test,mesenchymal stem cell,RA
0.0,0,AR,test,mesenchymal stem cell,RA
0.0,0,LGALS1,test,mesenchymal stem cell,RA
0.0,0,HMGB1,test,mesenchymal stem cell,RA
0.0,0,VEGFB,test,mesenchymal stem cell,RA
0.0,0,GPX7,test,mesenchymal stem cell,RA
0.0,0,C1R,test,mesenchymal stem cell,RA
0.0,0,CTNNB1,test,mesenchymal stem cell,RA
0.0,0,CTDSP1,test,mesenchymal stem cell,RA
0.0,0,SERPINE1,test,mesenchymal stem cell,RA
0.0,0,PLA2G2A,test,mesenchymal stem cell,RA
0.0,0,HSPD1,test,mesenchymal stem cell,RA
0.0,0,AHCY,test,mesenchymal stem cell,RA
0.0,0,SDC2,test,mesenchymal stem cell,RA
0.0,0,NQO1,test,mesenchymal stem cell,RA
0.0,0,FER,test,mesenchymal stem cell,RA
0.0,0,MT-CO2,test,mesenchymal stem cell,RA
0.0,0,UGCG,test,mesenchymal stem cell,RA
0.0,0,GSTM3,test,mesenchymal stem cell,RA
0.0,0,PLIN3,test,mesenchymal stem cell,RA
0.0,0,SERPINA5,test,mesenchymal stem cell,RA
0.0,0,DPYD,test,mesenchymal stem cell,RA
0.0,0,BLVRB,test,mesenchymal stem cell,RA
0.0,0,AKR1B1,test,mesenchymal stem cell,RA
0.0,0,HNRNPK,test,mesenchymal stem cell,RA
0.0,0,YES1,test,mesenchymal stem cell,RA
